route_number,origin,destination,stop_sequence,stop_name
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,49,Sishu Bhawan
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,50,Judicial Academy
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,51,Dagarpada Road
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,52,Sati Choura Square
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,53,Eye Hospital Square
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,54,CDA 6 Park
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,55,CDA 9 Market Square
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,56,Raj Kishor Marg
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,57,Saraswati Shisu Mandir
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,58,Justice Square
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,59,State Bank Square
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,60,Biju Patnaik Park
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,61,Netaji Subhash Chhak Cuttack
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,62,CDA Sector 13 Road
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,63,Sector 13 Block 1
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,64,Sector 13 Block 2
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,65,Annapurna
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,66,CDA Sector 13 Road 1
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,67,Ravenshaw University Mahanadi Campus
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,68,National Law University Odisha
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,69,NLUO Hostel
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,70,Police Out Post Naraj
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,71,Naraj Barrage
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,72,Inspection and Certification Centre
16 UP,Bhubaneswar Rly. Stn.,Sri Sri University,73,Sri Sri University
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",1,Biju Patnaik Int. Airport
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",2,New Airport Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",3,Capital Hospital
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",4,AG Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",5,Secreteriat
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",6,Rabindra Mandap
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",7,Keshari Talkies
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",8,Housing Board Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",9,Rotary Bhavan
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",10,Nicco Park Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",11,Ananda Bazaar
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",12,Acharya Vihar Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",13,Vani Vihar
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",14,Vani Vihar Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",15,Satsang Vihar
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",16,VSS Nagar Road
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",17,Rasulgarh Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",18,Palasuni
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",19,Saptasati Temple
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",20,Hi-Tech Hospital Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",21,Hanspal Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",22,Puri Canal Road
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",23,Highway Honda
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",24,Utkal Heights
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",25,Millenium City
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",26,Pahal
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",27,Apex College
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",28,Sum Hospital Campus-2
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",29,Nakhara Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",30,Bamphakuda
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",31,Telenga Pentha
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",32,Delta Gada
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",33,Pratap Nagari
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",34,Bhanpur
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",35,Balikuda
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",36,Gopalpur Rly. Stn.
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",37,Khapuria Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",38,Link Road
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",39,Nishamani Talkies
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",40,Arundoya Market
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",41,Pala Mandap
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",42,Badambadi Bus Stand
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",43,Badambadi Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",44,Khannagar Traffic
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",45,City College (Cuttack)
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",46,Puri Ghat P.S.
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",47,Cuttack Sai Temple
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",48,High Court Road
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",49,Sishu Bhavan (Cuttack)
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",50,Judicial Academy
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",51,Dagarpada Road
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",52,Sati Choura Square
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",53,Krushak Bazar
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",54,Bidanasi
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",55,Chahata Nagar Lane 4
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",56,Chahata Ghata
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",57,Police Signal Traffic School
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",58,Srinivas Gada
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",59,Shifa Hospital
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",60,Deer Park
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",61,Baliyatra Ground
17,Biju Patnaik Intl. Airport,"Barabati Stadium, Cuttack",62,Barabati Stadium
18,Baramunda BSABT,Jagatpur,1,Baramunda BSABT
18,Baramunda BSABT,Jagatpur,2,Rajdhani College
18,Baramunda BSABT,Jagatpur,3,Fire Station Square
18,Baramunda BSABT,Jagatpur,4,Gopabandhu Nagar
18,Baramunda BSABT,Jagatpur,5,CRPF Square
18,Baramunda BSABT,Jagatpur,6,Nayapalli
18,Baramunda BSABT,Jagatpur,7,ISKCON Temple
18,Baramunda BSABT,Jagatpur,8,NABARD
18,Baramunda BSABT,Jagatpur,9,Jaydev Vihar Square
18,Baramunda BSABT,Jagatpur,10,Pal Heights
18,Baramunda BSABT,Jagatpur,11,Mayfair Road
18,Baramunda BSABT,Jagatpur,12,Janata Maidan
18,Baramunda BSABT,Jagatpur,13,Xavier Square
18,Baramunda BSABT,Jagatpur,14,Fortune Tower
18,Baramunda BSABT,Jagatpur,15,Kalinga Hospital Square
18,Baramunda BSABT,Jagatpur,16,Rail Sadan
18,Baramunda BSABT,Jagatpur,17,Omfed Square
18,Baramunda BSABT,Jagatpur,18,Niladri Vihar Square
18,Baramunda BSABT,Jagatpur,19,Damana Square
18,Baramunda BSABT,Jagatpur,20,Chandrasekharpur Police Station
18,Baramunda BSABT,Jagatpur,21,Patia Square
18,Baramunda BSABT,Jagatpur,22,Koel Campus
18,Baramunda BSABT,Jagatpur,23,Kanan Vihar Phase 2
18,Baramunda BSABT,Jagatpur,24,KIIT Square
18,Baramunda BSABT,Jagatpur,25,Sikharchandi Vihar
18,Baramunda BSABT,Jagatpur,26,Nandan Vihar
18,Baramunda BSABT,Jagatpur,27,Mani Tribhuvan
18,Baramunda BSABT,Jagatpur,28,Royal Lagoon
18,Baramunda BSABT,Jagatpur,29,Raghunathpur
18,Baramunda BSABT,Jagatpur,30,Raghunathpur Village
18,Baramunda BSABT,Jagatpur,31,Duladei Temple
18,Baramunda BSABT,Jagatpur,32,Nandankanan High School
18,Baramunda BSABT,Jagatpur,33,Nandankanan
18,Baramunda BSABT,Jagatpur,34,Barang
18,Baramunda BSABT,Jagatpur,35,Barang Police Station
18,Baramunda BSABT,Jagatpur,36,Barang Block
18,Baramunda BSABT,Jagatpur,37,Bachhipur
18,Baramunda BSABT,Jagatpur,38,Madhuban
18,Baramunda BSABT,Jagatpur,39,Trisulia Square
18,Baramunda BSABT,Jagatpur,40,Kunheipada
18,Baramunda BSABT,Jagatpur,41,Judicial Academy Junction
18,Baramunda BSABT,Jagatpur,42,Sishu Bhavan (Cuttack)
18,Baramunda BSABT,Jagatpur,43,High Court Road
18,Baramunda BSABT,Jagatpur,44,Cuttack Sai Temple
18,Baramunda BSABT,Jagatpur,45,Puri Ghat Police Station
18,Baramunda BSABT,Jagatpur,46,City College (Cuttack)
18,Baramunda BSABT,Jagatpur,47,Khannagar Traffic
18,Baramunda BSABT,Jagatpur,48,Badambadi Square
18,Baramunda BSABT,Jagatpur,49,Badambadi Bus Stand
18,Baramunda BSABT,Jagatpur,50,Pala Mandap
18,Baramunda BSABT,Jagatpur,51,Arundoya Market
18,Baramunda BSABT,Jagatpur,52,Nishamani Talkies
18,Baramunda BSABT,Jagatpur,53,Link Road
18,Baramunda BSABT,Jagatpur,54,Samrat Cinema Hall
18,Baramunda BSABT,Jagatpur,55,OMP Square
18,Baramunda BSABT,Jagatpur,56,Gandarpur
18,Baramunda BSABT,Jagatpur,57,Shikharpur
18,Baramunda BSABT,Jagatpur,58,Jagatpur
19,AIIMS,"OMP Square, Mahanadi Vihar",1,AIIMS
19,AIIMS,"OMP Square, Mahanadi Vihar",2,Police Academy
19,AIIMS,"OMP Square, Mahanadi Vihar",3,Alu Godam
19,AIIMS,"OMP Square, Mahanadi Vihar",4,Patrapada
19,AIIMS,"OMP Square, Mahanadi Vihar",5,Alu Godam 1
19,AIIMS,"OMP Square, Mahanadi Vihar",6,Kids Hospital Road
19,AIIMS,"OMP Square, Mahanadi Vihar",7,Aiginia
19,AIIMS,"OMP Square, Mahanadi Vihar",8,Kolathia
19,AIIMS,"OMP Square, Mahanadi Vihar",9,Khandagiri Sq.
19,AIIMS,"OMP Square, Mahanadi Vihar",10,Khandagiri Bypass
19,AIIMS,"OMP Square, Mahanadi Vihar",11,Baramunda BSABT
19,AIIMS,"OMP Square, Mahanadi Vihar",12,Baramunda
19,AIIMS,"OMP Square, Mahanadi Vihar",13,Rajdhani College
19,AIIMS,"OMP Square, Mahanadi Vihar",14,Fire Station Sq.
19,AIIMS,"OMP Square, Mahanadi Vihar",15,Gopabandhu Nagar
19,AIIMS,"OMP Square, Mahanadi Vihar",16,CRPF Sq.
19,AIIMS,"OMP Square, Mahanadi Vihar",17,Nayapalli
19,AIIMS,"OMP Square, Mahanadi Vihar",18,ISKCON Temple
19,AIIMS,"OMP Square, Mahanadi Vihar",19,NABARD
19,AIIMS,"OMP Square, Mahanadi Vihar",20,Jaydev Vihar Flyover
19,AIIMS,"OMP Square, Mahanadi Vihar",21,IMMT
19,AIIMS,"OMP Square, Mahanadi Vihar",22,Acharya Vihar Sq.
19,AIIMS,"OMP Square, Mahanadi Vihar",23,Vani Vihar
19,AIIMS,"OMP Square, Mahanadi Vihar",24,Vani Vihar Sq.
19,AIIMS,"OMP Square, Mahanadi Vihar",25,Satsangha Vihar
19,AIIMS,"OMP Square, Mahanadi Vihar",26,VSS Nagar Road
19,AIIMS,"OMP Square, Mahanadi Vihar",27,Rasulgarh Sq.
19,AIIMS,"OMP Square, Mahanadi Vihar",28,Palasuni
19,AIIMS,"OMP Square, Mahanadi Vihar",29,Saptasati Temple
19,AIIMS,"OMP Square, Mahanadi Vihar",30,Hi-Tech Hospital Sq.
19,AIIMS,"OMP Square, Mahanadi Vihar",31,Hanspal Square
19,AIIMS,"OMP Square, Mahanadi Vihar",32,Puri Canal Road
19,AIIMS,"OMP Square, Mahanadi Vihar",33,Highway Honda
19,AIIMS,"OMP Square, Mahanadi Vihar",34,Utkal Heights
19,AIIMS,"OMP Square, Mahanadi Vihar",35,Millenium City
19,AIIMS,"OMP Square, Mahanadi Vihar",36,Pahal
19,AIIMS,"OMP Square, Mahanadi Vihar",37,Apex College
19,AIIMS,"OMP Square, Mahanadi Vihar",38,Sum Hospital Campus-2
19,AIIMS,"OMP Square, Mahanadi Vihar",39,Nakhara Sq.
19,AIIMS,"OMP Square, Mahanadi Vihar",40,Bamphakuda
19,AIIMS,"OMP Square, Mahanadi Vihar",41,Telenga Pentha
19,AIIMS,"OMP Square, Mahanadi Vihar",42,Delta Gada
19,AIIMS,"OMP Square, Mahanadi Vihar",43,Pratap Nagari
19,AIIMS,"OMP Square, Mahanadi Vihar",44,Bhanpur
19,AIIMS,"OMP Square, Mahanadi Vihar",45,Balikuda
19,AIIMS,"OMP Square, Mahanadi Vihar",46,Gopalpur Rly. Stn.
19,AIIMS,"OMP Square, Mahanadi Vihar",47,Khapuria Sq.
19,AIIMS,"OMP Square, Mahanadi Vihar",48,Link Road
19,AIIMS,"OMP Square, Mahanadi Vihar",49,Samrat Cinema
19,AIIMS,"OMP Square, Mahanadi Vihar",50,OMP Sq.
19,AIIMS,"OMP Square, Mahanadi Vihar",51,Gandarpur
19,AIIMS,"OMP Square, Mahanadi Vihar",52,Shikharpur
19,AIIMS,"OMP Square, Mahanadi Vihar",53,Kaliaboda Temple
19,AIIMS,"OMP Square, Mahanadi Vihar",54,Haramani Mandap
19,AIIMS,"OMP Square, Mahanadi Vihar",55,Kaliaboda Sub Post Office
19,AIIMS,"OMP Square, Mahanadi Vihar",56,Mahanadi Vihar
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,1,Bhubaneswar Rly. Stn.
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,2,Master Canteen
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,3,Sriya Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,4,Ram Mandir
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,5,Satya Nagar Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,6,Satya Nagar
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,7,Maharshi College Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,8,Rupali Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,9,RD Women's College
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,10,Vani Vihar Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,11,Vani Vihar
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,12,Acharya Vihar Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,13,IMMT
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,14,Jaydev Vihar Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,15,NABARD
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,16,ISKCON Temple
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,17,Nayapalli
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,18,CRPF Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,19,Gopabandhu Nagar
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,20,Fire Station Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,21,Rajdhani College
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,22,Baramunda BSABT
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,23,Khandagiri Bypass Road
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,24,Khandagiri Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,25,Kolathia
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,26,Aiginia
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,27,Alu Godam
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,28,Patrapada
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,29,K9
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,30,Kalinga Vihar Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,31,Tamando
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,32,Bijipur
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,33,Gohiria Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,34,Retang Road Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,35,Janla Post Office
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,36,Janla Medical
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,37,Bhuasuni Temple
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,38,Jatni Gate
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,39,Gangapada
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,40,Jupiter Collage
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,41,Pitapalli Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,42,Khordha Bypass Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,43,PN College
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,44,UPHC
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,45,Barunei Pitha
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,46,Gada Khordha
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,47,DRDA
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,48,Old Collector Office
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,49,Pallahata Square
20,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,50,Khordha New Bus Stand
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,1,Bhubaneswar Rly. Stn.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,2,Master Canteen
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,3,Ashok Nagar
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,4,Raj Mahal Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,5,Unit 1 Haat
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,6,AG Square
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,7,Capital Hospital
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,8,New Airport Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,9,Unit 6
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,10,Ganganagar Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,11,OUAT College
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,12,QUAT Square
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,13,City Womens College
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,14,Satabdi Nagar
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,15,Delta Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,16,Vivekanand Hospital
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,17,Fire Station Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,18,Rajdhani College
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,19,Baramunda BSABT
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,20,Khandagiri Bypass
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,21,Khandagiri Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,22,Kolathia
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,23,Aiginia
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,24,Alu Godam
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,25,Patrapada
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,26,K9
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,27,Kalinga Vihar Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,28,Tamando
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,29,Bijipur
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,30,Gohiria Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,31,Retang Road Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,32,Janla Post Office
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,33,Janla Medical
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,34,Bhuasuni Temple
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,35,Jatani Gate
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,36,Gangapada
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,37,Gangapada Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,38,Pitapalli Square
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,39,Khordha Bypass Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,40,PN College Road
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,41,Mukund Prasad Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,42,Old Fire Station Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,43,Khordha PS.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,44,Bank Sq.
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,45,Khordha Bazar
21 UP,Bhubaneswar Rly. Stn.,Khordha New Bus Stand,46,Khordha New Bus Stand
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,1,Bhubaneswar Rly. Stn.
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,2,Master Canteen
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,3,Ashok Nagar
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,4,Raj Mahal Square
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,5,Bapuji Nagar
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,6,Sishu Bhawan Square
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,7,Forest Park
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,8,Old Airport Square
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,9,Naveen Nivas
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,10,Palaspalli
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,11,Poonama Flyover
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,12,Bhimatangi
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,13,Ekamra College
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,14,Lingaraj Station
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,15,Sundarapada Square
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,16,Trilochan Vihar
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,17,Gauri Dham
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,18,Botanda
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,19,Chandi Bazaar
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,20,Kantilo
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,21,Kuha
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,22,Khetrapala
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,23,Biri Bandha
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,24,Subhasri Towers
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,25,Srusti Mansion
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,26,Pradhan Sahi
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,27,Aryan College
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,28,Jamukoli
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,29,Bahlipada
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,30,OEC
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,31,XUB
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,32,Niranjanpur Square
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,33,Harirajpur Square
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,34,Baba Somanatha Square
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,35,Kudiary High School
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,36,Nilakantheswar Square
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,37,Sayeed Memorial Hospital
22A,Bhubaneswar Rly. Stn.,Khordha Road Stn.,38,Khordha Road Station
22B UP,Jatani Gate,Khordha New Bus Stand,1,Jatani Gate
22B UP,Jatani Gate,Khordha New Bus Stand,2,Gobindapur
22B UP,Jatani Gate,Khordha New Bus Stand,3,Royal Habitat
22B UP,Jatani Gate,Khordha New Bus Stand,4,KIST
22B UP,Jatani Gate,Khordha New Bus Stand,5,Sandhapur
22B UP,Jatani Gate,Khordha New Bus Stand,6,CUTM
22B UP,Jatani Gate,Khordha New Bus Stand,7,Jatani College
22B UP,Jatani Gate,Khordha New Bus Stand,8,P.N High School
22B UP,Jatani Gate,Khordha New Bus Stand,9,CHC Jatani
22B UP,Jatani Gate,Khordha New Bus Stand,10,Sophitorium
22B UP,Jatani Gate,Khordha New Bus Stand,11,Haribhaina Square
22B UP,Jatani Gate,Khordha New Bus Stand,12,Jatani Municipal Council
22B UP,Jatani Gate,Khordha New Bus Stand,13,Mahulgudia Square
22B UP,Jatani Gate,Khordha New Bus Stand,14,Jatani P.S.
22B UP,Jatani Gate,Khordha New Bus Stand,15,Sitaram Chowk
22B UP,Jatani Gate,Khordha New Bus Stand,16,Khordha Road Station
22B UP,Jatani Gate,Khordha New Bus Stand,17,Sitaram Chowk 1
22B UP,Jatani Gate,Khordha New Bus Stand,18,Jatani P.S. 1
